# available_ns feed_id sequence venue_ns price_ticks qty
1000	0	0	900	10014	60
1000	0	1	900	10000	32
1000	0	2	900	10006	11
1000	0	3	900	10007	29
1000	0	4	900	10014	23
1000	0	5	900	10005	12
1000	0	6	900	10006	18
1000	0	7	900	10011	37
1000	0	8	900	10009	7
1000	0	9	900	10016	29
1000	0	10	900	10015	100
1000	0	11	900	10003	80
1000	0	12	900	10008	81
1000	0	13	900	10005	23
1000	0	14	900	10017	29
1000	0	15	900	10000	49
1000	0	16	900	10012	34
1000	0	17	900	10000	92
1000	0	18	900	10013	40
1000	0	19	900	10006	56
1000	0	20	900	10009	68
1000	0	21	900	10008	59
1000	0	22	900	10002	93
1000	0	23	900	10018	13
1000	0	24	900	10017	83
1000	0	25	900	10001	21
1000	0	26	900	10010	16
1000	0	27	900	10002	63
1000	0	28	900	10007	20
1000	0	29	900	10014	19
1000	0	30	900	10007	64
1000	0	31	900	10009	16
1000	0	32	900	10013	34
1000	0	33	900	10005	65
1000	0	34	900	10011	34
1000	0	35	900	10007	13
1000	0	36	900	10018	41
1000	0	37	900	10005	61
1000	0	38	900	10011	32
1000	0	39	900	10009	94
1000	0	40	900	10019	90
1000	0	41	900	10010	22
1000	0	42	900	10006	98
1000	0	43	900	10003	14
1000	0	44	900	10009	99
1000	0	45	900	10005	76
1000	0	46	900	10010	32
1000	0	47	900	10004	93
1000	0	48	900	10004	12
1000	0	49	900	10004	6
1000	0	50	900	10019	74
1000	0	51	900	10013	37
1000	0	52	900	10006	66
1000	0	53	900	10017	18
1000	0	54	900	10013	52
1000	0	55	900	10005	80
1000	0	56	900	10004	56
1000	0	57	900	10011	35
1000	0	58	900	10007	55
1000	0	59	900	10000	24
1000	0	60	900	10003	64
1000	0	61	900	10018	67
1000	0	62	900	10010	54
1000	0	63	900	10000	20
2000	0	64	1900	10001	17
2000	0	65	1900	10000	80
2000	0	66	1900	10017	81
2000	0	67	1900	10003	11
2000	0	68	1900	10012	68
2000	0	69	1900	10018	88
2000	0	70	1900	10012	39
2000	0	71	1900	10005	93
2000	0	72	1900	10015	22
2000	0	73	1900	10019	22
2000	0	74	1900	10007	61
2000	0	75	1900	10007	50
2000	0	76	1900	10009	86
2000	0	77	1900	10006	71
2000	0	78	1900	10010	83
2000	0	79	1900	10000	93
2000	0	80	1900	10015	100
2000	0	81	1900	10001	3
2000	0	82	1900	10002	2
2000	0	83	1900	10004	48
2000	0	84	1900	10009	19
2000	0	85	1900	10009	47
2000	0	86	1900	10001	96
2000	0	87	1900	10008	5
2000	0	88	1900	10016	5
2000	0	89	1900	10001	65
2000	0	90	1900	10009	66
2000	0	91	1900	10016	55
2000	0	92	1900	10003	80
2000	0	93	1900	10010	79
2000	0	94	1900	10005	18
2000	0	95	1900	10010	61
2000	0	96	1900	10006	24
2000	0	97	1900	10003	35
2000	0	98	1900	10018	45
2000	0	99	1900	10016	29
2000	0	100	1900	10016	21
2000	0	101	1900	10004	16
2000	0	102	1900	10009	24
2000	0	103	1900	10019	23
2000	0	104	1900	10008	20
2000	0	105	1900	10000	82
2000	0	106	1900	10000	82
2000	0	107	1900	10016	53
2000	0	108	1900	10012	4
2000	0	109	1900	10019	84
2000	0	110	1900	10012	78
2000	0	111	1900	10019	68
2000	0	112	1900	10015	92
2000	0	113	1900	10019	33
2000	0	114	1900	10018	47
2000	0	115	1900	10005	14
2000	0	116	1900	10005	91
2000	0	117	1900	10011	32
2000	0	118	1900	10013	17
2000	0	119	1900	10002	94
2000	0	120	1900	10002	81
2000	0	121	1900	10011	20
2000	0	122	1900	10014	94
2000	0	123	1900	10018	11
2000	0	124	1900	10008	27
2000	0	125	1900	10004	16
2000	0	126	1900	10019	84
2000	0	127	1900	10013	1
3000	0	128	2900	10003	22
3000	0	129	2900	10000	81
3000	0	130	2900	10019	61
3000	0	131	2900	10014	36
3000	0	132	2900	10004	14
3000	0	133	2900	10011	18
3000	0	134	2900	10011	12
3000	0	135	2900	10015	80
3000	0	136	2900	10004	6
3000	0	137	2900	10013	19
3000	0	138	2900	10002	64
3000	0	139	2900	10000	26
3000	0	140	2900	10006	68
3000	0	141	2900	10017	34
3000	0	142	2900	10009	37
3000	0	143	2900	10002	47
3000	0	144	2900	10001	63
3000	0	145	2900	10012	1
3000	0	146	2900	10017	48
3000	0	147	2900	10003	79
3000	0	148	2900	10001	79
3000	0	149	2900	10007	68
3000	0	150	2900	10016	100
3000	0	151	2900	10003	14
3000	0	152	2900	10011	60
3000	0	153	2900	10007	53
3000	0	154	2900	10019	73
3000	0	155	2900	10017	62
3000	0	156	2900	10001	6
3000	0	157	2900	10011	55
3000	0	158	2900	10014	30
3000	0	159	2900	10002	34
3000	0	160	2900	10017	42
3000	0	161	2900	10010	38
3000	0	162	2900	10011	31
3000	0	163	2900	10005	48
3000	0	164	2900	10010	44
3000	0	165	2900	10016	82
3000	0	166	2900	10012	57
3000	0	167	2900	10002	42
3000	0	168	2900	10010	28
3000	0	169	2900	10002	4
3000	0	170	2900	10015	32
3000	0	171	2900	10014	98
3000	0	172	2900	10018	23
3000	0	173	2900	10018	35
3000	0	174	2900	10018	55
3000	0	175	2900	10001	56
3000	0	176	2900	10015	22
3000	0	177	2900	10000	20
3000	0	178	2900	10011	75
3000	0	179	2900	10003	28
3000	0	180	2900	10019	5
3000	0	181	2900	10005	88
3000	0	182	2900	10005	34
3000	0	183	2900	10007	68
3000	0	184	2900	10014	22
3000	0	185	2900	10000	62
3000	0	186	2900	10018	89
3000	0	187	2900	10000	74
3000	0	188	2900	10004	31
3000	0	189	2900	10008	75
3000	0	190	2900	10015	50
3000	0	191	2900	10009	46
4000	0	192	3900	10017	33
4000	0	193	3900	10010	29
4000	0	194	3900	10006	27
4000	0	195	3900	10003	68
4000	0	196	3900	10008	78
4000	0	197	3900	10003	2
