# available_ns feed_id session seq venue_ns side price_ticks qty
# generated by tools/generate_book.py --feeds 4 --events 200 --seed 1701 --pattern uniform --levels 8
9	0	0	0	-91	R	0	0
10	0	0	1	-90	B	10003	407
10	0	0	2	-90	A	10004	95
14	0	0	3	-86	A	10007	127
16	0	0	4	-84	A	10000	150
25	0	0	5	-75	B	10000	376
25	0	0	6	-75	A	10003	49
33	0	0	7	-67	A	10002	58
34	0	0	8	-66	B	10000	0
43	0	0	9	-57	B	10000	356
44	0	0	10	-56	B	10002	478
52	0	0	11	-48	B	10004	0
56	0	0	12	-44	B	10002	113
65	0	0	13	-35	B	10002	321
74	0	0	14	-26	A	10004	463
76	0	0	15	-24	A	10000	219
78	0	0	16	-22	A	10001	116
86	0	0	17	-14	R	0	0
96	0	0	18	-4	A	10000	32
104	0	0	19	4	A	10000	299
106	0	0	20	6	A	10000	132
110	0	0	21	10	A	10001	140
117	0	0	22	17	B	10001	407
119	0	0	23	19	A	10005	290
123	0	0	24	23	A	10007	231
126	0	0	25	26	B	10000	85
130	0	0	26	30	B	10005	320
138	0	0	27	38	A	10004	0
144	0	0	28	44	B	10005	218
153	0	0	29	53	A	10005	92
162	0	0	30	62	B	10003	230
167	0	0	31	67	B	10004	81
177	0	0	32	77	A	10002	0
180	0	0	33	80	A	10002	120
190	0	0	34	90	B	10001	80
193	0	0	35	93	B	10005	211
203	0	0	36	103	R	0	0
208	0	0	37	108	B	10007	293
210	0	0	38	110	A	10000	0
215	0	0	39	115	B	10003	90
219	0	0	40	119	B	10007	104
223	0	0	41	123	B	10006	253
226	0	0	42	126	A	10004	85
227	0	0	43	127	A	10005	0
230	0	0	44	130	A	10002	248
240	0	0	45	140	B	10000	247
250	0	0	46	150	R	0	0
252	0	0	47	152	B	10004	117
257	0	0	48	157	A	10004	270
258	0	0	49	158	B	10002	144
264	0	0	50	164	B	10006	366
272	0	0	51	172	B	10000	0
278	0	0	52	178	A	10003	303
288	0	0	53	188	B	10000	116
295	0	0	54	195	A	10004	138
304	0	0	55	204	R	0	0
305	0	0	56	205	B	10003	20
310	0	0	57	210	A	10005	382
319	0	0	58	219	B	10006	204
322	0	0	59	222	A	10001	78
332	0	0	60	232	R	0	0
335	0	0	61	235	A	10003	100
337	0	0	62	237	B	10006	166
346	0	0	63	246	A	10006	352
354	0	0	64	254	A	10000	243
357	0	0	65	257	B	10000	12
365	0	0	66	265	B	10001	399
366	0	0	67	266	B	10002	145
367	0	0	68	267	A	10003	0
367	0	0	69	267	B	10007	373
376	0	0	70	276	A	10007	312
376	0	0	71	276	A	10000	0
385	0	0	72	285	A	10001	212
389	0	0	73	289	A	10005	406
396	0	0	74	296	B	10004	164
400	0	0	75	300	R	0	0
401	0	0	76	301	B	10003	378
404	0	0	77	304	A	10004	103
409	0	0	78	309	A	10006	473
413	0	0	79	313	A	10007	264
413	0	0	80	313	A	10006	148
419	0	0	81	319	B	10003	284
424	0	0	82	324	A	10003	228
434	0	0	83	334	A	10004	418
439	0	0	84	339	A	10001	0
445	0	0	85	345	A	10002	401
447	0	0	86	347	B	10005	0
452	0	0	87	352	A	10002	431
456	0	0	88	356	A	10004	0
462	0	0	89	362	B	10001	133
463	0	0	90	363	B	10001	491
465	0	0	91	365	B	10007	356
466	0	0	92	366	B	10005	139
470	0	0	93	370	B	10006	499
470	0	0	94	370	A	10007	0
476	0	0	95	376	B	10000	0
479	0	0	96	379	B	10007	428
486	0	0	97	386	B	10006	488
486	0	0	98	386	A	10007	168
496	0	0	99	396	A	10005	262
498	0	0	100	398	B	10000	374
501	0	0	101	401	B	10003	175
503	0	0	102	403	A	10002	246
505	0	0	103	405	B	10001	29
510	0	0	104	410	B	10001	168
516	0	0	105	416	A	10005	102
520	0	0	106	420	A	10006	424
523	0	0	107	423	A	10006	472
530	0	0	108	430	A	10005	0
535	0	0	109	435	B	10001	141
544	0	0	110	444	A	10005	442
548	0	0	111	448	A	10001	104
549	0	0	112	449	B	10007	0
552	0	0	113	452	A	10001	282
554	0	0	114	454	A	10004	353
556	0	0	115	456	A	10003	42
559	0	0	116	459	A	10006	253
568	0	0	117	468	A	10004	454
570	0	0	118	470	A	10000	22
579	0	0	119	479	A	10003	166
585	0	0	120	485	B	10005	209
585	0	0	121	485	A	10006	437
595	0	0	122	495	B	10006	368
604	0	0	123	504	B	10000	215
610	0	0	124	510	A	10001	416
620	0	0	125	520	A	10000	415
622	0	0	126	522	A	10000	0
625	0	0	127	525	B	10007	0
632	0	0	128	532	A	10004	39
636	0	0	129	536	A	10003	348
646	0	0	130	546	B	10007	157
655	0	0	131	555	B	10005	196
662	0	0	132	562	B	10004	322
663	0	0	133	563	A	10004	347
670	0	0	134	570	A	10002	37
676	0	0	135	576	A	10000	152
676	0	0	136	576	A	10002	0
680	0	0	137	580	B	10006	287
683	0	0	138	583	B	10004	119
685	0	0	139	585	A	10003	117
688	0	0	140	588	R	0	0
697	0	0	141	597	A	10003	328
697	0	0	142	597	A	10002	441
701	0	0	143	601	B	10001	157
708	0	0	144	608	A	10000	26
711	0	0	145	611	B	10006	87
713	0	0	146	613	B	10001	0
722	0	0	147	622	B	10001	460
732	0	0	148	632	A	10000	485
739	0	0	149	639	A	10000	177
741	0	0	150	641	B	10002	306
748	0	0	151	648	B	10005	6
748	0	0	152	648	B	10005	0
749	0	0	153	649	A	10001	87
756	0	0	154	656	A	10000	140
761	0	0	155	661	A	10001	0
764	0	0	156	664	B	10006	423
768	0	0	157	668	A	10004	165
774	0	0	158	674	B	10002	175
778	0	0	159	678	B	10005	420
780	0	0	160	680	B	10001	500
788	0	0	161	688	B	10005	271
796	0	0	162	696	A	10001	71
804	0	0	163	704	B	10005	133
807	0	0	164	707	A	10005	0
811	0	0	165	711	B	10007	0
812	0	0	166	712	R	0	0
822	0	0	167	722	R	0	0
832	0	0	168	732	B	10004	302
842	0	0	169	742	A	10006	343
843	0	0	170	743	B	10006	15
848	0	0	171	748	B	10006	412
855	0	0	172	755	B	10003	197
860	0	0	173	760	R	0	0
868	0	0	174	768	A	10006	168
871	0	0	175	771	R	0	0
874	0	0	176	774	A	10005	0
874	0	0	177	774	B	10005	238
883	0	0	178	783	B	10003	0
889	0	0	179	789	A	10002	170
889	0	0	180	789	B	10003	451
893	0	0	181	793	A	10003	497
900	0	0	182	800	A	10003	53
905	0	0	183	805	A	10004	383
909	0	0	184	809	A	10006	240
912	0	0	185	812	A	10002	391
916	0	0	186	816	B	10006	0
923	0	0	187	823	B	10000	328
933	0	0	188	833	B	10005	225
934	0	0	189	834	B	10000	0
935	0	0	190	835	R	0	0
941	0	0	191	841	A	10001	38
945	0	0	192	845	A	10007	253
954	0	0	193	854	B	10005	165
954	0	0	194	854	B	10007	259
962	0	0	195	862	B	10005	0
963	0	0	196	863	A	10003	33
973	0	0	197	873	A	10007	425
979	0	0	198	879	A	10001	0
987	0	0	199	887	B	10003	179
2	1	0	0	-98	A	10000	98
4	1	0	1	-96	A	10002	435
6	1	0	2	-94	A	10007	348
14	1	0	3	-86	A	10002	438
20	1	0	4	-80	A	10007	491
28	1	0	5	-72	B	10006	460
32	1	0	6	-68	A	10005	300
42	1	0	7	-58	A	10002	425
45	1	0	8	-55	A	10005	435
45	1	0	9	-55	B	10000	0
55	1	0	10	-45	A	10007	293
61	1	0	11	-39	A	10006	62
62	1	0	12	-38	B	10007	27
65	1	0	13	-35	B	10000	0
71	1	0	14	-29	A	10007	0
77	1	0	15	-23	B	10002	119
81	1	0	16	-19	B	10003	0
88	1	0	17	-12	A	10003	364
92	1	0	18	-8	A	10004	123
93	1	0	19	-7	B	10005	43
95	1	0	20	-5	A	10005	193
104	1	0	21	4	A	10001	58
113	1	0	22	13	B	10004	0
116	1	0	23	16	B	10006	119
122	1	0	24	22	A	10004	231
131	1	0	25	31	A	10007	33
136	1	0	26	36	B	10002	458
143	1	0	27	43	B	10006	342
151	1	0	28	51	A	10004	160
155	1	0	29	55	A	10002	73
157	1	0	30	57	B	10001	5
166	1	0	31	66	A	10001	2
175	1	0	32	75	A	10000	44
176	1	0	33	76	B	10004	421
185	1	0	34	85	A	10004	496
187	1	0	35	87	A	10005	44
193	1	0	36	93	A	10003	470
199	1	0	37	99	B	10003	206
205	1	0	38	105	B	10003	0
215	1	0	39	115	A	10006	475
220	1	0	40	120	B	10007	174
221	1	0	41	121	B	10001	0
224	1	0	42	124	A	10003	258
226	1	0	43	126	B	10001	317
226	1	0	44	126	A	10001	347
227	1	0	45	127	B	10002	0
233	1	0	46	133	A	10007	288
241	1	0	47	141	A	10001	0
250	1	0	48	150	B	10003	14
258	1	0	49	158	A	10005	258
264	1	0	50	164	A	10006	453
268	1	0	51	168	A	10002	53
270	1	0	52	170	A	10001	21
276	1	0	53	176	A	10007	346
286	1	0	54	186	R	0	0
291	1	0	55	191	A	10006	0
295	1	0	56	195	A	10001	0
303	1	0	57	203	R	0	0
304	1	0	58	204	B	10003	102
314	1	0	59	214	A	10005	72
317	1	0	60	217	A	10004	287
324	1	0	61	224	A	10002	249
328	1	0	62	228	A	10001	85
332	1	0	63	232	R	0	0
339	1	0	64	239	A	10000	151
345	1	0	65	245	B	10001	372
346	1	0	66	246	R	0	0
356	1	0	67	256	A	10004	99
364	1	0	68	264	B	10002	175
364	1	0	69	264	A	10005	300
374	1	0	70	274	A	10006	388
384	1	0	71	284	B	10003	0
385	1	0	72	285	B	10005	168
387	1	0	73	287	A	10003	64
392	1	0	74	292	B	10001	145
397	1	0	75	297	A	10007	110
399	1	0	76	299	B	10005	0
403	1	0	77	303	A	10001	390
411	1	0	78	311	A	10003	475
421	1	0	79	321	B	10005	363
426	1	0	80	326	A	10006	132
426	1	0	81	326	A	10004	132
429	1	0	82	329	B	10004	432
432	1	0	83	332	B	10007	244
439	1	0	84	339	B	10007	103
448	1	0	85	348	A	10000	308
449	1	0	86	349	A	10001	0
459	1	0	87	359	B	10002	128
460	1	0	88	360	B	10006	476
470	1	0	89	370	R	0	0
477	1	0	90	377	R	0	0
478	1	0	91	378	A	10001	48
486	1	0	92	386	A	10002	0
493	1	0	93	393	A	10003	297
497	1	0	94	397	B	10003	96
504	1	0	95	404	A	10002	0
510	1	0	96	410	A	10002	275
519	1	0	97	419	A	10005	78
527	1	0	98	427	A	10006	189
527	1	0	99	427	B	10006	327
533	1	0	100	433	A	10003	330
541	1	0	101	441	B	10001	380
546	1	0	102	446	A	10003	342
547	1	0	103	447	A	10002	384
555	1	0	104	455	A	10000	89
556	1	0	105	456	A	10004	284
562	1	0	106	462	A	10005	38
568	1	0	107	468	B	10005	255
569	1	0	108	469	B	10004	205
572	1	0	109	472	B	10000	398
582	1	0	110	482	B	10004	65
587	1	0	111	487	B	10003	99
588	1	0	112	488	B	10005	233
595	1	0	113	495	A	10006	421
602	1	0	114	502	A	10001	328
611	1	0	115	511	A	10006	469
620	1	0	116	520	B	10002	419
622	1	0	117	522	A	10007	159
623	1	0	118	523	B	10002	355
633	1	0	119	533	A	10002	421
636	1	0	120	536	A	10000	373
636	1	0	121	536	A	10002	178
645	1	0	122	545	B	10002	172
646	1	0	123	546	B	10000	464
649	1	0	124	549	B	10005	86
649	1	0	125	549	A	10006	358
652	1	0	126	552	B	10002	0
652	1	0	127	552	B	10004	259
652	1	0	128	552	B	10006	0
653	1	0	129	553	A	10005	0
657	1	0	130	557	B	10007	192
663	1	0	131	563	A	10007	449
670	1	0	132	570	B	10006	57
670	1	0	133	570	A	10007	419
674	1	0	134	574	B	10002	200
682	1	0	135	582	B	10003	387
687	1	0	136	587	A	10000	125
694	1	0	137	594	B	10000	277
695	1	0	138	595	A	10001	85
704	1	0	139	604	A	10007	474
704	1	0	140	604	B	10004	170
707	1	0	141	607	A	10003	442
717	1	0	142	617	A	10000	8
724	1	0	143	624	A	10002	196
732	1	0	144	632	A	10007	17
732	1	0	145	632	R	0	0
732	1	0	146	632	A	10003	119
737	1	0	147	637	B	10004	108
746	1	0	148	646	A	10006	19
754	1	0	149	654	B	10001	174
762	1	0	150	662	A	10000	93
764	1	0	151	664	A	10007	174
773	1	0	152	673	B	10004	442
773	1	0	153	673	B	10004	130
781	1	0	154	681	A	10003	464
787	1	0	155	687	A	10002	301
791	1	0	156	691	B	10004	419
791	1	0	157	691	A	10001	0
801	1	0	158	701	B	10001	378
810	1	0	159	710	A	10007	6
813	1	0	160	713	A	10002	439
815	1	0	161	715	A	10001	0
816	1	0	162	716	A	10003	476
825	1	0	163	725	A	10001	82
834	1	0	164	734	B	10007	31
835	1	0	165	735	B	10004	0
837	1	0	166	737	A	10007	258
844	1	0	167	744	B	10004	18
846	1	0	168	746	A	10002	183
846	1	0	169	746	B	10004	115
854	1	0	170	754	A	10002	0
856	1	0	171	756	A	10001	309
863	1	0	172	763	B	10002	211
868	1	0	173	768	B	10000	253
878	1	0	174	778	A	10005	260
885	1	0	175	785	B	10005	171
895	1	0	176	795	B	10006	24
904	1	0	177	804	B	10004	49
906	1	0	178	806	B	10006	399
912	1	0	179	812	A	10006	110
912	1	0	180	812	A	10003	156
921	1	0	181	821	B	10000	241
924	1	0	182	824	R	0	0
930	1	0	183	830	B	10003	149
940	1	0	184	840	B	10003	476
943	1	0	185	843	A	10000	93
943	1	0	186	843	B	10006	266
946	1	0	187	846	A	10002	418
950	1	0	188	850	R	0	0
953	1	0	189	853	A	10004	377
961	1	0	190	861	B	10000	258
962	1	0	191	862	B	10005	275
971	1	0	192	871	B	10002	128
975	1	0	193	875	B	10005	217
982	1	0	194	882	B	10000	158
989	1	0	195	889	A	10002	139
994	1	0	196	894	B	10004	0
996	1	0	197	896	A	10002	184
1001	1	0	198	901	A	10001	0
1010	1	0	199	910	A	10005	0
4	2	0	0	-96	A	10001	414
10	2	0	1	-90	A	10007	75
11	2	0	2	-89	B	10002	246
18	2	0	3	-82	A	10006	31
27	2	0	4	-73	A	10000	301
30	2	0	5	-70	B	10006	114
33	2	0	6	-67	A	10003	6
42	2	0	7	-58	A	10006	200
44	2	0	8	-56	A	10007	284
51	2	0	9	-49	A	10005	291
61	2	0	10	-39	A	10000	471
68	2	0	11	-32	B	10002	410
71	2	0	12	-29	B	10001	80
81	2	0	13	-19	A	10003	0
81	2	0	14	-19	A	10001	379
84	2	0	15	-16	A	10006	428
85	2	0	16	-15	A	10006	0
90	2	0	17	-10	A	10001	102
91	2	0	18	-9	A	10002	0
101	2	0	19	1	A	10007	180
101	2	0	20	1	A	10003	0
108	2	0	21	8	A	10002	78
116	2	0	22	16	A	10000	99
126	2	0	23	26	A	10001	0
128	2	0	24	28	A	10002	0
132	2	0	25	32	A	10000	71
133	2	0	26	33	B	10006	0
137	2	0	27	37	A	10007	0
144	2	0	28	44	B	10007	174
150	2	0	29	50	B	10003	0
151	2	0	30	51	B	10004	357
152	2	0	31	52	A	10000	449
152	2	0	32	52	B	10002	152
161	2	0	33	61	A	10003	330
168	2	0	34	68	A	10001	387
171	2	0	35	71	A	10002	152
174	2	0	36	74	A	10006	0
174	2	0	37	74	B	10002	440
174	2	0	38	74	B	10001	30
183	2	0	39	83	A	10003	0
185	2	0	40	85	B	10007	381
186	2	0	41	86	B	10006	0
190	2	0	42	90	B	10006	259
200	2	0	43	100	A	10000	0
205	2	0	44	105	A	10003	242
208	2	0	45	108	A	10006	227
215	2	0	46	115	A	10007	352
222	2	0	47	122	B	10004	222
230	2	0	48	130	B	10006	448
238	2	0	49	138	A	10005	367
246	2	0	50	146	B	10006	371
250	2	0	51	150	B	10001	0
259	2	0	52	159	B	10006	252
262	2	0	53	162	A	10006	302
266	2	0	54	166	B	10000	0
275	2	0	55	175	B	10006	0
280	2	0	56	180	B	10003	413
289	2	0	57	189	B	10002	292
293	2	0	58	193	B	10003	206
302	2	0	59	202	A	10005	482
311	2	0	60	211	B	10006	198
314	2	0	61	214	B	10007	318
322	2	0	62	222	A	10000	29
331	2	0	63	231	B	10000	71
340	2	0	64	240	B	10004	43
350	2	0	65	250	A	10004	260
353	2	0	66	253	A	10004	118
354	2	0	67	254	B	10004	203
358	2	0	68	258	A	10000	485
363	2	0	69	263	A	10003	362
365	2	0	70	265	B	10007	38
375	2	0	71	275	R	0	0
381	2	0	72	281	B	10006	18
383	2	0	73	283	A	10006	16
391	2	0	74	291	A	10000	127
391	2	0	75	291	B	10006	0
397	2	0	76	297	A	10004	219
398	2	0	77	298	R	0	0
406	2	0	78	306	B	10002	166
409	2	0	79	309	A	10004	368
416	2	0	80	316	A	10002	494
421	2	0	81	321	B	10001	130
430	2	0	82	330	B	10001	242
431	2	0	83	331	B	10002	356
435	2	0	84	335	B	10006	380
440	2	0	85	340	A	10002	281
445	2	0	86	345	A	10007	95
451	2	0	87	351	A	10001	0
460	2	0	88	360	B	10000	116
468	2	0	89	368	B	10002	0
474	2	0	90	374	B	10004	51
475	2	0	91	375	A	10002	338
485	2	0	92	385	A	10002	0
485	2	0	93	385	A	10005	495
487	2	0	94	387	A	10006	0
495	2	0	95	395	A	10002	81
501	2	0	96	401	B	10006	354
509	2	0	97	409	A	10001	124
513	2	0	98	413	A	10000	0
522	2	0	99	422	A	10003	116
525	2	0	100	425	B	10005	22
531	2	0	101	431	B	10002	491
538	2	0	102	438	A	10006	104
545	2	0	103	445	B	10000	162
549	2	0	104	449	A	10003	103
552	2	0	105	452	B	10007	402
554	2	0	106	454	B	10002	115
555	2	0	107	455	A	10005	0
559	2	0	108	459	A	10003	363
568	2	0	109	468	A	10004	366
575	2	0	110	475	A	10002	382
585	2	0	111	485	B	10005	225
592	2	0	112	492	B	10002	187
596	2	0	113	496	B	10007	429
602	2	0	114	502	A	10004	0
608	2	0	115	508	A	10005	275
609	2	0	116	509	A	10007	136
616	2	0	117	516	A	10006	219
625	2	0	118	525	B	10002	124
627	2	0	119	527	B	10001	490
629	2	0	120	529	A	10003	254
635	2	0	121	535	A	10002	37
641	2	0	122	541	A	10006	243
645	2	0	123	545	B	10007	170
651	2	0	124	551	B	10001	0
